Date String (YYYY-MM-DD hh:mm:ss) UTC,Semicolon delimited list of cut sizes present,total light scattering coefficient at STP (Mm⁻¹),total light scattering coefficient at STP (Mm⁻¹),total light scattering coefficient at STP (Mm⁻¹),total light scattering coefficient at STP (Mm⁻¹),total light scattering coefficient at STP (Mm⁻¹),total light scattering coefficient at STP (Mm⁻¹),backwards hemispheric light scattering coefficient at STP (Mm⁻¹),backwards hemispheric light scattering coefficient at STP (Mm⁻¹),backwards hemispheric light scattering coefficient at STP (Mm⁻¹),backwards hemispheric light scattering coefficient at STP (Mm⁻¹),backwards hemispheric light scattering coefficient at STP (Mm⁻¹),backwards hemispheric light scattering coefficient at STP (Mm⁻¹),measurement cell temperature (°C),measurement cell temperature (°C),°C,measurement cell relative humidity (%),measurement cell relative humidity (%),humdified neph upstream RH (%),measurement cell pressure (hPa),measurement cell pressure (hPa)
DateTimeUTC,Size,BsB_S11,BsB_S12,BsG_S11,BsG_S12,BsR_S11,BsR_S12,BbsB_S11,BbsB_S12,BbsG_S11,BbsG_S12,BbsR_S11,BbsR_S12,T_S11,T_S12,T_V12,U_S11,U_S12,U_V12,P_S11,P_S12
2024-10-05 08:13:00,PM10,0050.96,0051.34,0037.78,0036.70,0025.49,0025.34,0006.85,0007.01,0006.02,0005.43,0004.68,0004.12,030.1,028.1,028.5,033.2,042.7,047.4,0899.0,0895.5
2024-10-05 08:14:00,PM10,0052.42,0052.19,0038.47,0037.88,0025.87,0026.98,0008.11,0007.60,0006.67,0005.67,0004.52,0004.53,030.1,028.1,028.5,033.2,043.7,048.6,0899.0,0895.5
2024-10-05 08:15:00,PM10,0052.90,0053.91,0040.09,0038.90,0026.30,0026.70,0007.58,0007.71,0007.06,0005.63,0004.55,0004.12,030.1,028.1,028.5,033.3,045.4,050.7,0899.0,0895.5
2024-10-05 08:16:00,PM10,0053.87,0055.47,0040.62,0039.57,0026.69,0027.29,0007.94,0007.54,0006.19,0005.48,0005.24,0004.63,030.1,028.1,028.4,033.3,050.7,056.7,0899.0,0895.6
2024-10-05 08:17:00,PM10,0051.28,0054.11,0038.16,0038.15,0024.95,0027.50,0007.39,0007.27,0006.16,0006.15,0004.67,0004.89,030.1,028.1,028.4,033.3,052.4,058.7,0899.0,0895.5
2024-10-05 08:18:00,PM10,0050.30,0051.59,0035.90,0036.71,0024.84,0026.66,0007.82,0007.15,0005.66,0005.25,0004.36,0004.31,030.1,028.1,028.4,033.3,056.1,062.8,0899.0,0895.5
2024-10-05 08:19:00,PM10,0048.36,0052.05,0035.20,0036.60,0024.37,0025.59,0007.39,0006.62,0005.45,0005.90,0004.88,0004.67,030.1,028.1,028.4,033.2,058.5,065.7,0899.1,0895.6
2024-10-05 08:20:00,PM10,0046.28,0051.50,0033.97,0036.51,0023.42,0025.08,0006.85,0007.13,0005.51,0005.29,0004.36,0004.22,030.0,028.1,028.4,033.1,062.1,070.1,0899.0,0895.6
2024-10-05 08:21:00,PM10,0044.74,0048.66,0031.86,0034.47,0021.95,0024.20,0006.62,0006.51,0004.97,0005.13,0004.05,0004.04,030.0,028.1,028.5,033.1,064.1,072.5,0899.0,0895.6
2024-10-05 08:22:00,PM10,0044.20,0048.53,0031.62,0035.21,0021.75,0024.00,0006.18,0006.19,0005.05,0005.05,0004.03,0004.32,030.0,028.1,028.5,033.2,065.2,073.9,0899.1,0895.6
2024-10-05 08:23:00,PM10,0044.60,0050.75,0032.81,0036.64,0021.93,0024.53,0006.36,0006.82,0005.13,0004.61,0004.13,0004.55,030.0,028.1,028.5,033.3,066.5,075.5,0899.1,0895.6
2024-10-05 08:24:00,PM10,0043.31,0049.60,0031.43,0036.50,0021.93,0025.46,0006.41,0006.46,0004.74,0004.86,0004.16,0003.58,030.0,028.0,028.5,033.3,067.8,077.1,0899.1,0895.6
2024-10-05 08:25:00,PM10,0042.18,0050.59,0030.20,0036.30,0020.49,0026.64,0005.92,0006.47,0004.83,0004.95,0003.58,0004.32,030.0,028.0,028.5,033.4,069.7,079.3,0899.1,0895.6
2024-10-05 08:26:00,PM10,0039.39,0049.74,0029.39,0035.60,0019.04,0024.84,0005.82,0006.15,0005.04,0004.98,0004.01,0004.27,030.0,028.0,028.6,033.3,071.6,081.3,0899.1,0895.6
2024-10-05 08:27:00,PM10,0040.85,0050.34,0028.27,0036.42,0019.85,0025.80,0006.32,0006.42,0004.92,0004.66,0003.71,0003.95,030.0,028.0,028.6,033.2,072.6,082.6,0899.1,0895.6
2024-10-05 08:28:00,PM10,0041.81,0051.11,0029.75,0037.43,0020.42,0027.55,0006.03,0005.99,0004.95,0005.27,0004.26,0004.63,030.0,028.1,028.7,033.2,073.5,083.7,0899.1,0895.6
2024-10-05 08:29:00,PM10,0040.00,0050.01,0028.58,0035.93,0019.34,0025.60,0006.38,0006.14,0005.00,0005.22,0004.12,0004.20,030.0,028.1,028.7,033.4,074.7,084.8,0899.2,0895.7
2024-10-05 08:30:00,PM1,,,,,,,,,,,,,,,,,,,,
2024-10-05 08:31:00,PM1,0040.75,0052.75,0028.25,0035.95,0018.89,0025.74,0005.88,0006.96,0004.66,0005.48,0004.07,0004.67,030.0,028.1,028.7,033.2,076.5,084.8,0891.9,0888.4
2024-10-05 08:32:00,PM1,0042.54,0053.98,0030.93,0038.90,0020.58,0026.59,0006.27,0006.94,0005.25,0004.92,0004.03,0004.07,030.0,028.1,028.7,033.2,075.4,083.8,0891.9,0888.4
2024-10-05 08:33:00,PM1,0045.48,0055.34,0033.22,0041.04,0021.15,0028.37,0006.66,0007.14,0005.73,0005.60,0003.78,0004.98,030.0,028.1,028.8,033.1,075.9,084.0,0891.8,0888.4
2024-10-05 08:34:00,PM1,0044.67,0056.06,0032.69,0040.05,0021.77,0028.04,0006.31,0007.10,0005.48,0005.45,0003.78,0004.13,030.0,028.1,028.8,033.0,075.3,083.2,0891.8,0888.4
2024-10-05 08:35:00,PM1,0045.55,0054.40,0033.50,0038.47,0020.85,0026.06,0006.35,0006.98,0005.17,0005.36,0003.89,0004.57,030.0,028.1,028.8,033.0,072.0,079.3,0891.8,0888.4
2024-10-05 08:36:00,PM1,0045.43,0053.40,0032.24,0038.15,0021.27,0025.06,0006.49,0007.09,0005.54,0005.33,0004.39,0004.68,030.0,028.1,028.7,033.0,070.5,077.6,0891.8,0888.3
2024-10-05 08:37:00,PM1,0044.97,0052.05,0032.48,0036.84,0021.15,0025.41,0006.36,0006.93,0005.16,0005.53,0003.78,0003.91,030.0,028.1,028.8,033.1,069.8,076.9,0891.8,0888.3
2024-10-05 08:38:00,PM1,0046.36,0052.59,0032.60,0038.03,0021.79,0025.63,0007.12,0007.13,0005.23,0004.81,0004.08,0004.29,030.0,028.1,028.7,033.1,069.2,076.5,0891.8,0888.3
2024-10-05 08:39:00,PM1,0047.41,0051.86,0033.76,0037.35,0021.48,0025.45,0007.21,0007.29,0005.45,0005.63,0004.53,0004.35,030.0,028.1,028.7,033.1,066.5,073.6,0891.8,0888.3
2024-10-05 08:40:00,PM1,0045.14,0047.76,0030.99,0034.35,0020.01,0022.74,0006.21,0006.68,0005.03,0004.91,0004.01,0003.81,030.0,028.1,028.6,033.1,065.3,072.3,0891.8,0888.3
2024-10-05 08:41:00,PM1,0046.42,0050.90,0033.66,0036.20,0022.36,0025.22,0006.46,0006.91,0005.57,0005.85,0003.91,0004.47,030.0,028.1,028.5,033.0,064.6,071.9,0891.8,0888.3
2024-10-05 08:42:00,PM1,0047.14,0049.08,0034.17,0035.48,0022.28,0023.45,0006.68,0006.94,0005.58,0005.48,0004.24,0004.15,030.0,028.1,028.5,032.9,060.3,067.1,0891.8,0888.3
2024-10-05 08:43:00,PM1,0044.60,0047.42,0032.08,0033.57,0021.80,0022.03,0006.31,0006.79,0005.41,0005.44,0004.56,0003.81,030.0,028.1,028.5,032.9,057.0,063.9,0891.7,0888.3
2024-10-05 08:44:00,PM1,0043.11,0044.93,0031.49,0031.97,0020.96,0022.25,0006.24,0006.31,0005.30,0005.20,0004.21,0004.07,030.0,028.1,028.4,032.9,054.4,061.1,0891.7,0888.3
2024-10-05 08:45:00,PM1,0043.47,0044.61,0031.24,0030.68,0020.59,0020.50,0006.55,0006.14,0004.99,0004.57,0003.90,0003.91,030.0,028.1,028.4,033.0,052.0,058.6,0891.7,0888.2
2024-10-05 08:46:00,PM1,0041.19,0041.03,0030.08,0029.98,0019.93,0019.32,0006.40,0006.02,0004.95,0004.19,0003.83,0003.70,030.0,028.1,028.4,033.0,050.1,056.6,0891.7,0888.2
2024-10-05 08:47:00,PM1,0040.99,0041.98,0028.88,0029.55,0019.53,0019.45,0006.03,0006.18,0005.12,0004.79,0003.54,0003.37,030.0,028.1,028.4,033.0,048.6,055.0,0891.6,0888.2
2024-10-05 08:48:00,PM1,0038.38,0039.05,0026.79,0026.38,0016.56,0017.58,0005.76,0005.79,0004.57,0004.38,0003.57,0003.48,030.0,028.1,028.4,032.9,047.4,053.6,0891.6,0888.2
2024-10-05 08:49:00,PM1,0038.40,0037.93,0027.03,0026.42,0017.35,0017.73,0005.24,0006.18,0004.22,0004.24,0003.77,0003.42,030.0,028.1,028.4,032.9,046.4,052.4,0891.6,0888.1
2024-10-05 08:50:00,PM1,0037.62,0037.83,0027.72,0026.70,0017.07,0017.67,0005.67,0005.78,0004.64,0004.32,0003.29,0003.18,030.0,028.1,028.4,032.8,045.7,051.5,0891.6,0888.2
2024-10-05 08:51:00,PM1,0037.74,0037.86,0028.05,0027.00,0019.03,0018.36,0005.86,0006.07,0004.81,0004.66,0003.77,0003.70,030.0,028.1,028.4,032.8,045.1,050.7,0891.6,0888.2
2024-10-05 08:52:00,PM1,0038.73,0038.88,0027.92,0027.47,0018.64,0017.69,0005.74,0005.88,0004.58,0004.06,0003.66,0003.75,030.0,028.1,028.4,032.8,044.7,050.1,0891.6,0888.1
2024-10-05 08:53:00,PM1,0038.38,0038.79,0027.96,0025.77,0018.72,0018.43,0006.18,0005.45,0005.01,0004.36,0003.47,0004.12,030.0,028.1,028.5,032.9,044.4,049.7,0891.6,0888.1
2024-10-05 08:54:00,PM1,0040.25,0039.62,0028.66,0027.75,0020.01,0018.10,0005.75,0005.68,0005.02,0004.11,0003.80,0004.26,030.0,028.1,028.5,033.0,044.3,049.3,0891.6,0888.2
2024-10-05 08:55:00,PM1,0040.42,0039.99,0029.62,0028.66,0019.18,0019.32,0006.38,0005.59,0005.31,0004.53,0003.81,0003.61,030.0,028.1,028.5,033.0,044.0,048.9,0891.6,0888.2
2024-10-05 08:56:00,PM1,0042.89,0042.75,0031.19,0029.63,0021.02,0020.35,0005.96,0005.97,0005.29,0004.89,0004.21,0003.63,030.0,028.0,028.5,032.9,043.7,048.5,0891.6,0888.2
2024-10-05 08:57:00,PM1,0044.57,0044.27,0031.57,0031.64,0021.48,0021.77,0006.30,0005.88,0005.60,0004.17,0003.61,0004.23,030.0,028.0,028.5,032.9,043.5,048.1,0891.6,0888.2
2024-10-05 08:58:00,PM1,0044.86,0044.64,0033.02,0032.41,0021.87,0021.75,0006.71,0006.56,0005.52,0004.63,0004.07,0003.77,030.0,028.1,028.6,032.8,043.3,047.8,0891.6,0888.2
2024-10-05 08:59:00,PM1,0045.46,0045.63,0033.22,0032.73,0022.13,0021.33,0007.01,0006.36,0005.52,0005.51,0003.91,0004.07,030.0,028.1,028.6,032.8,043.2,047.6,0891.6,0888.2
2024-10-05 09:00:00,PM10,,,,,,,,,,,,,,,,,,,,
2024-10-05 09:01:00,PM10,0050.37,0050.49,0037.46,0035.65,0025.48,0024.61,0007.54,0007.26,0005.72,0005.62,0004.72,0005.22,030.0,028.1,028.7,033.2,043.4,047.5,0899.1,0895.6
2024-10-05 09:02:00,PM10,0050.95,0050.91,0037.91,0035.95,0025.65,0024.16,0007.50,0006.85,0005.99,0005.45,0004.57,0003.86,030.0,028.1,028.7,033.3,043.4,047.4,0899.1,0895.6
2024-10-05 09:03:00,PM10,0052.21,0052.69,0038.42,0037.38,0025.47,0026.14,0007.47,0007.57,0006.63,0005.45,0004.69,0004.47,030.0,028.1,028.7,033.3,043.3,047.2,0899.1,0895.6
2024-10-05 09:04:00,PM10,0052.57,0050.93,0037.94,0036.90,0026.50,0025.91,0006.86,0006.87,0005.86,0005.64,0004.69,0004.35,030.0,028.1,028.7,033.3,043.2,047.0,0899.1,0895.6
2024-10-05 09:05:00,PM10,0050.90,0051.58,0037.74,0036.65,0026.77,0026.04,0007.26,0007.80,0005.88,0005.63,0004.92,0004.37,030.0,028.1,028.8,033.3,043.1,046.8,0899.1,0895.6
2024-10-05 09:06:00,PM10,0049.09,0048.68,0036.24,0034.44,0023.38,0024.14,0007.19,0007.23,0005.30,0005.13,0005.05,0004.81,030.0,028.1,028.8,033.2,043.0,046.7,0899.0,0895.5
2024-10-05 09:07:00,PM10,0046.40,0047.93,0034.60,0034.24,0023.69,0023.41,0006.89,0007.11,0006.14,0005.16,0004.40,0004.14,030.0,028.1,028.8,033.2,042.9,046.6,0899.0,0895.5
2024-10-05 09:08:00,PM10,0046.23,0045.85,0034.12,0032.49,0023.62,0023.33,0006.69,0006.44,0005.75,0005.06,0004.38,0004.30,030.0,028.1,028.7,033.2,042.9,046.6,0899.0,0895.5
2024-10-05 09:09:00,PM10,0043.74,0043.74,0032.26,0030.95,0022.24,0020.92,0006.55,0006.34,0005.46,0004.94,0004.28,0003.72,030.0,028.1,028.7,033.3,042.9,046.7,0899.0,0895.5
2024-10-05 09:10:00,PM10,0042.85,0042.63,0031.05,0030.62,0020.59,0021.64,0006.53,0005.99,0005.22,0004.86,0004.58,0003.90,030.0,028.1,028.6,033.4,042.8,046.9,0899.0,0895.5
2024-10-05 09:11:00,PM10,0040.33,0038.75,0028.81,0027.58,0018.63,0018.92,0006.11,0005.76,0004.72,0004.50,0004.03,0003.42,030.0,028.1,028.6,033.3,042.7,046.8,0899.0,0895.5
2024-10-05 09:12:00,PM10,0039.34,0038.50,0027.43,0027.87,0018.58,0017.90,0005.89,0005.67,0004.83,0004.62,0003.91,0003.65,030.0,028.1,028.5,033.2,042.5,046.8,0899.0,0895.5
2024-10-05 09:13:00,PM10,0038.15,0038.43,0027.49,0027.08,0019.20,0017.35,0005.59,0006.05,0004.87,0004.83,0003.98,0003.33,030.0,028.1,028.5,033.2,042.7,047.3,0899.0,0895.5
2024-10-05 09:14:00,PM10,0038.20,0038.07,0026.56,0026.18,0017.14,0017.83,0005.46,0005.43,0004.22,0004.06,0003.07,0003.17,030.0,028.1,028.4,033.1,043.6,048.4,0899.0,0895.5
2024-10-05 09:15:00,PM10,0037.59,0038.19,0027.68,0025.79,0018.94,0018.37,0005.80,0005.57,0005.00,0004.04,0003.89,0003.79,030.0,028.0,028.5,033.1,045.3,050.6,0899.0,0895.5
2024-10-05 09:16:00,PM10,0037.73,0038.65,0027.80,0027.62,0018.28,0019.00,0005.82,0005.64,0004.84,0004.25,0004.28,0003.19,030.0,028.0,028.4,033.1,050.8,056.7,0899.0,0895.5
2024-10-05 09:17:00,PM10,0038.36,0039.58,0027.62,0027.63,0017.99,0018.63,0005.63,0005.49,0004.50,0004.26,0003.89,0003.63,030.0,028.0,028.4,033.2,052.6,059.0,0899.0,0895.5
2024-10-05 09:18:00,PM10,0040.31,0041.40,0029.27,0028.30,0018.98,0020.49,0005.86,0005.37,0004.69,0004.51,0003.99,0003.46,030.0,028.0,028.4,033.3,056.0,062.8,0899.0,0895.5
2024-10-05 09:19:00,PM10,0040.55,0043.64,0030.33,0030.73,0020.25,0023.08,0005.85,0006.21,0005.31,0005.61,0004.47,0004.10,030.0,028.0,028.4,033.3,058.6,065.9,0899.0,0895.5
2024-10-05 09:20:00,PM10,0042.13,0045.79,0029.57,0032.73,0020.28,0023.39,0006.42,0006.25,0005.28,0004.66,0004.10,0003.80,030.0,028.0,028.4,033.1,061.9,070.1,0899.0,0895.5
2024-10-05 09:21:00,PM10,0042.36,0046.96,0031.80,0033.13,0021.14,0022.71,0006.23,0005.78,0005.29,0005.03,0004.47,0003.59,030.0,028.0,028.4,033.1,063.9,072.6,0899.0,0895.6
2024-10-05 09:22:00,PM10,0046.37,0050.44,0033.15,0035.81,0023.39,0025.01,0006.80,0007.04,0005.83,0005.34,0004.73,0004.36,030.0,028.0,028.4,033.0,065.0,073.8,0899.0,0895.6
2024-10-05 09:23:00,PM10,0046.78,0052.31,0034.77,0037.76,0023.15,0026.45,0006.61,0006.43,0005.73,0005.52,0004.11,0004.41,030.0,028.0,028.5,033.0,066.3,075.4,0899.1,0895.6
2024-10-05 09:24:00,PM10,0047.02,0054.48,0034.49,0039.48,0023.44,0027.79,0006.60,0006.60,0006.20,0005.57,0004.65,0004.84,030.0,028.0,028.5,033.0,067.8,077.3,0899.0,0895.6
2024-10-05 09:25:00,PM10,0047.74,0054.30,0033.52,0038.87,0022.37,0026.65,0006.87,0006.84,0005.61,0005.11,0004.35,0004.05,030.0,028.0,028.5,033.1,069.7,079.4,0899.1,0895.6
2024-10-05 09:26:00,PM10,0049.59,0059.47,0036.02,0043.43,0023.90,0029.33,0007.18,0007.47,0006.20,0005.81,0004.45,0004.10,030.0,028.0,028.5,033.2,071.6,081.5,0899.1,0895.6
2024-10-05 09:27:00,PM10,0050.35,0060.27,0036.90,0043.61,0023.83,0030.40,0007.28,0006.91,0005.91,0005.89,0004.77,0005.11,030.0,028.0,028.5,033.2,072.2,082.5,0899.1,0895.6
2024-10-05 09:28:00,PM10,0049.61,0060.21,0036.28,0043.57,0024.82,0030.15,0007.07,0007.41,0005.52,0005.93,0004.62,0004.75,030.0,028.0,028.6,033.0,073.1,083.4,0899.1,0895.6
2024-10-05 09:29:00,PM10,0047.78,0058.50,0034.48,0042.22,0023.14,0029.72,0007.19,0006.95,0005.44,0005.66,0004.54,0005.66,030.0,028.0,028.6,033.0,074.3,084.5,0899.1,0895.6
2024-10-05 09:30:00,PM1,,,,,,,,,,,,,,,,,,,,
2024-10-05 09:31:00,PM1,0043.53,0055.14,0030.89,0040.33,0020.65,0027.53,0005.89,0006.77,0004.67,0004.82,0003.79,0004.58,030.0,028.0,028.7,032.7,076.0,084.6,0891.7,0888.3
2024-10-05 09:32:00,PM1,0042.30,0052.70,0029.94,0037.72,0019.92,0025.28,0006.02,0006.27,0004.77,0005.25,0003.67,0004.27,030.0,028.0,028.7,032.7,075.6,084.2,0891.7,0888.2
2024-10-05 09:33:00,PM1,0039.45,0050.52,0027.39,0035.90,0018.80,0024.32,0006.10,0006.51,0004.72,0004.59,0003.84,0003.48,030.0,028.0,028.7,032.7,076.8,085.0,0891.7,0888.2
2024-10-05 09:34:00,PM1,0039.92,0048.95,0029.84,0034.27,0017.98,0023.57,0005.84,0005.98,0004.75,0004.73,0003.52,0003.15,030.0,028.0,028.7,032.8,073.2,081.3,0891.7,0888.2
2024-10-05 09:35:00,PM1,0037.60,0046.02,0026.64,0032.05,0017.53,0021.60,0005.48,0006.22,0004.64,0004.44,0003.51,0003.60,030.0,028.0,028.7,032.8,071.9,079.3,0891.7,0888.2
2024-10-05 09:36:00,PM1,0036.32,0042.56,0025.51,0030.19,0017.30,0020.63,0005.35,0005.09,0004.88,0004.61,0003.83,0003.35,030.0,028.0,028.7,032.7,070.4,077.4,0891.7,0888.2
2024-10-05 09:37:00,PM1,0034.92,0040.94,0025.25,0029.33,0016.12,0020.11,0005.03,0005.69,0004.28,0004.21,0003.49,0003.62,030.0,028.1,028.7,032.6,069.4,076.4,0891.7,0888.2
2024-10-05 09:38:00,PM1,0033.61,0037.37,0023.99,0026.17,0015.21,0018.00,0005.58,0005.68,0004.31,0004.20,0003.22,0003.69,030.0,028.1,028.8,032.6,068.0,074.8,0891.7,0888.2
2024-10-05 09:39:00,PM1,0031.80,0035.66,0021.98,0024.67,0013.81,0015.86,0005.11,0005.19,0004.07,0003.88,0003.16,0003.14,030.0,028.1,028.7,032.6,067.6,074.4,0891.6,0888.2
2024-10-05 09:40:00,PM1,0029.42,0033.83,0020.37,0022.18,0013.84,0014.24,0005.27,0005.00,0004.15,0003.04,0003.20,0002.77,030.0,028.1,028.7,032.6,065.6,072.3,0891.6,0888.2
2024-10-05 09:41:00,PM1,0032.12,0035.52,0022.00,0024.36,0014.17,0016.03,0005.10,0004.73,0003.86,0003.90,0003.54,0003.05,030.0,028.1,028.6,032.6,063.6,070.2,0891.6,0888.2
2024-10-05 09:42:00,PM1,0034.02,0036.55,0023.55,0025.09,0016.04,0016.13,0005.32,0005.16,0004.25,0004.04,0003.11,0003.75,030.0,028.1,028.5,032.7,060.5,066.9,0891.6,0888.2
2024-10-05 09:43:00,PM1,0033.72,0033.90,0023.19,0023.76,0014.70,0015.85,0005.53,0005.65,0004.52,0003.80,0003.19,0003.27,030.0,028.1,028.5,032.7,057.1,063.5,0891.6,0888.1
2024-10-05 09:44:00,PM1,0032.55,0033.81,0023.52,0023.60,0013.75,0015.09,0005.01,0005.09,0004.01,0004.65,0003.09,0003.03,030.0,028.1,028.4,032.6,054.7,061.1,0891.5,0888.1
2024-10-05 09:45:00,PM1,0036.59,0037.06,0025.97,0025.13,0016.73,0016.62,0005.59,0005.09,0004.69,0003.75,0003.53,0003.53,030.0,028.1,028.4,032.5,052.2,058.6,0891.5,0888.1
2024-10-05 09:46:00,PM1,0039.21,0039.78,0027.18,0028.83,0018.46,0018.92,0005.77,0005.57,0004.81,0003.78,0003.86,0003.61,030.0,028.1,028.4,032.4,050.1,056.4,0891.5,0888.1
2024-10-05 09:47:00,PM1,0042.37,0043.04,0030.22,0029.84,0020.37,0020.08,0006.11,0006.19,0005.13,0004.67,0003.80,0003.78,030.0,028.1,028.4,032.4,048.6,054.9,0891.5,0888.1
2024-10-05 09:48:00,PM1,0044.05,0044.59,0031.23,0031.00,0021.07,0022.35,0006.40,0006.33,0004.84,0004.87,0004.64,0003.90,030.0,028.1,028.4,032.4,047.5,053.6,0891.5,0888.1
2024-10-05 09:49:00,PM1,0045.62,0045.49,0032.81,0031.91,0021.70,0022.01,0006.37,0006.52,0005.07,0004.93,0003.82,0003.55,030.0,028.1,028.4,032.5,046.5,052.6,0891.6,0888.1
2024-10-05 09:50:00,PM1,0049.07,0048.31,0034.79,0034.22,0023.44,0022.86,0006.86,0006.74,0005.51,0006.15,0004.21,0004.44,030.0,028.1,028.4,032.5,045.8,051.6,0891.6,0888.1
2024-10-05 09:51:00,PM1,0047.13,0046.24,0033.80,0032.74,0022.86,0022.97,0006.39,0006.95,0005.61,0005.39,0004.40,0004.17,030.0,028.0,028.3,032.5,045.0,050.7,0891.6,0888.2
2024-10-05 09:52:00,PM1,0042.70,0042.49,0031.55,0030.85,0019.92,0019.48,0006.21,0006.18,0004.75,0004.94,0003.90,0003.87,030.0,028.0,028.4,032.4,044.4,049.9,0891.6,0888.2
2024-10-05 09:53:00,PM1,0041.54,0040.14,0029.57,0028.14,0020.08,0017.81,0006.37,0005.72,0004.98,0004.64,0004.29,0004.33,030.0,028.0,028.4,032.4,044.0,049.3,0891.6,0888.2
2024-10-05 09:54:00,PM1,0042.72,0041.89,0030.62,0029.78,0019.88,0019.95,0006.31,0006.04,0005.06,0004.29,0004.27,0004.36,030.0,028.0,028.4,032.4,043.7,048.9,0891.6,0888.2
2024-10-05 09:55:00,PM1,0039.80,0039.20,0028.56,0027.75,0018.09,0018.33,0006.01,0006.15,0004.53,0004.15,0003.85,0003.21,030.0,028.0,028.4,032.5,043.5,048.6,0891.6,0888.2
2024-10-05 09:56:00,PM1,0034.67,0035.73,0024.95,0024.11,0016.00,0015.68,0005.70,0005.43,0004.56,0004.66,0003.51,0003.77,030.0,028.0,028.5,032.5,043.4,048.3,0891.6,0888.2
2024-10-05 09:57:00,PM1,0038.06,0037.60,0027.15,0026.14,0016.74,0018.61,0005.47,0005.56,0004.37,0003.81,0003.76,0003.32,030.0,028.0,028.5,032.6,043.3,048.0,0891.6,0888.2
2024-10-05 09:58:00,PM1,,,,,,,,,,,,,,,,,,,,
2024-10-05 09:59:00,PM1,0036.87,0037.16,0026.30,0026.22,0018.44,0016.91,0005.33,0004.66,0003.36,0004.41,0004.05,0003.38,030.0,028.0,028.5,032.3,042.7,047.2,0891.7,0888.2
2024-10-05 10:00:00,PM10,,,,,,,,,,,,,,,,,,,,
2024-10-05 10:01:00,PM10,0036.77,0038.25,0026.21,0025.78,0018.49,0018.39,0005.58,0005.70,0004.47,0004.34,0003.38,0003.35,030.0,028.0,028.6,032.6,042.7,046.8,0899.1,0895.7
2024-10-05 10:02:00,PM10,0035.15,0035.89,0025.54,0025.34,0017.13,0017.66,0005.40,0005.14,0004.59,0003.69,0003.63,0003.14,030.0,028.0,028.6,032.7,042.7,046.8,0899.2,0895.7
2024-10-05 10:03:00,PM10,0034.84,0034.19,0024.76,0023.09,0016.19,0016.54,0005.23,0005.51,0004.31,0004.08,0003.81,0002.84,030.0,028.0,028.7,032.8,042.8,046.8,0899.2,0895.7
2024-10-05 10:04:00,PM10,0032.05,0032.56,0022.73,0022.43,0014.39,0013.92,0005.46,0004.64,0004.00,0003.39,0002.99,0003.11,030.0,028.0,028.7,032.9,042.9,046.7,0899.2,0895.7
2024-10-05 10:05:00,PM10,0035.86,0035.41,0025.67,0024.54,0017.38,0016.35,0004.86,0005.38,0004.52,0003.93,0003.62,0003.40,030.0,028.0,028.7,032.9,042.8,046.6,0899.2,0895.7
2024-10-05 10:06:00,PM10,0035.86,0035.29,0025.70,0024.72,0017.54,0016.62,0006.15,0005.21,0004.66,0004.18,0003.60,0003.13,030.0,028.0,028.7,032.9,042.7,046.3,0899.2,0895.7
2024-10-05 10:07:00,PM10,0042.48,0042.33,0030.74,0030.47,0020.40,0020.15,0006.35,0005.85,0004.98,0004.98,0004.35,0004.06,030.0,028.0,028.7,032.8,042.6,046.2,0899.2,0895.7
2024-10-05 10:08:00,PM10,0037.16,0037.93,0026.53,0024.40,0018.11,0017.24,0005.68,0005.79,0004.54,0004.20,0003.67,0003.43,030.0,028.0,028.7,032.7,042.4,046.0,0899.2,0895.7
2024-10-05 10:09:00,PM10,0040.32,0038.63,0028.61,0027.54,0018.68,0018.25,0006.50,0005.19,0005.29,0004.37,0003.75,0003.12,030.0,028.0,028.7,032.7,042.3,046.0,0899.2,0895.7
2024-10-05 10:10:00,PM10,0039.56,0039.52,0028.23,0027.19,0018.75,0017.69,0005.79,0005.09,0004.56,0004.42,0003.63,0003.72,030.0,028.0,028.7,032.7,042.3,046.0,0899.2,0895.7
2024-10-05 10:11:00,PM10,0037.48,0036.33,0025.88,0024.94,0017.85,0016.21,0005.75,0005.42,0004.50,0004.10,0003.43,0003.53,030.0,028.0,028.7,032.8,042.3,046.2,0899.2,0895.7
2024-10-05 10:12:00,PM10,0035.88,0035.99,0025.46,0024.16,0016.46,0015.87,0005.50,0004.80,0004.51,0004.45,0003.42,0003.00,030.0,028.0,028.6,032.9,042.3,046.3,0899.2,0895.8
2024-10-05 10:13:00,PM10,0036.11,0036.34,0024.77,0024.07,0015.94,0016.26,0005.49,0005.01,0004.11,0003.66,0003.38,0002.91,030.0,028.0,028.5,032.9,042.6,046.9,0899.2,0895.8
2024-10-05 10:14:00,PM10,0034.76,0034.55,0024.07,0023.31,0014.72,0014.73,0005.63,0005.11,0004.69,0003.69,0003.52,0003.13,030.0,028.0,028.5,032.8,043.8,048.5,0899.3,0895.8
2024-10-05 10:15:00,PM10,0035.17,0035.69,0024.68,0024.42,0015.20,0015.95,0005.08,0005.17,0004.39,0003.76,0003.23,0003.30,030.0,028.0,028.4,032.8,045.3,050.6,0899.3,0895.8
2024-10-05 10:16:00,PM10,0036.72,0038.52,0025.68,0026.87,0016.68,0016.91,0005.73,0005.10,0004.25,0004.33,0003.57,0003.28,030.0,028.0,028.4,032.7,050.7,056.5,0899.3,0895.8
